id,address,city,state,zip,country,county,region
2702721,627 5th Ave.,Duluth,Minnesota,55616,USA,Lake,
23807630,,,,,,,
626371,112 East Beach Street,Watsonville,California,95076,USA,Santa Cruz,
4104182,5384 NE Duniway Rd.,Dayton,Oregon,97114,USA,Yamhill,
12700837,5300 France Avenue South,Edina,Minnesota,55410,USA,Hennepin,
625881,3029 Longview Road,Antioch,California,94509,USA,Contra Costa,
1308725,3980 North Henry Blvd,Stockbridge,Georgia,30281,USA,Henry,
12601046,7000 Outer Drive,Detroit,Michigan,48235,USA,Wayne,
610883,745 10th Street,Colusa,California,95932,USA,Colusa,
23758173,"Phase 2 Al Jaddaf Dubai,, Dubai;",Dubai,,505002,United Arab Emirates,,
4101868,4740 Wendover St,Eugene,Oregon,97404,USA,Lane,
4206932,1064 West Kings Hwy.,Coatesville,Pennsylvania,19320,USA,Chester,
23376970,,,,,,,
3608551,3909 15th Ave,Brooklyn,New York,11218,USA,Kings (Brooklyn),
4902535,970 South 1025 West,Brigham City,Utah,84302,USA,Box Elder,
1306807,116 Peachtree Court,Fayetteville,Georgia,30215,USA,Fayette,
402889,6629 W Clarendon Ave,Phoenix,Arizona,85033,USA,Maricopa,
1204429,6620 Arlington Expressway,Jacksonville,Florida,32211,USA,Duval,
3613029,220 Bennett Ave,New York,New York,10040,USA,New York,
24698919,21 test st,test,New York,11377,USA,,
1802331,1121 West 500 South,Berne,Indiana,46711,USA,Adams,
405482,3045 Arapaho Drive,Lake Havasu City,Arizona,86406,USA,Mohave,
3613197,Po Box 300,Crompond,New York,10517,USA,Westchester,
2105115,6902 Wolf Pen Branch Rd,Prospect,Kentucky,40059,USA,Jefferson,
2300983,9A Beaver Street,Belfast,Maine,4915,USA,Waldo,
5503807,507 Church St,Wausaukee,Wisconsin,54177,USA,Marinette,
4807816,P.O. Box 150413,Austin,Texas,78715,USA,Travis,
21732757,,,,,,,
10402781,4645 E Marilyn Rd,Phoenix,Arizona,85032,USA,Maricopa,
2704047,2520 E 12th Ave,North St. Paul,Minnesota,55109,USA,Ramsey,
2606306,1750 Baldwin Ave,Pontiac,Michigan,48340,USA,Oakland,
1213434,3896 West Commercial Boulevard,Tamarac,Florida,33309,USA,Broward,
5401605,100 1st Ave,Nitro,West Virginia,25143,USA,Kanawha,
1208088,1109 W Grant Street,Plant City,Florida,33563,USA,Hillsborough,
2404062,1615 N Patterson Park Ave,Baltimore,Maryland,21213,USA,Baltimore city,
21233012,,,,,,,
24216696,10807 Stacy Run,Spotsylvania,Virginia,22408,USA,,
3200546,5000 Edna Avenue,Las Vegas,Nevada,89146,USA,Clark,
5503763,1021 Hillcrest Hts,Green Bay,Wisconsin,54313,USA,Brown,
2300823,Po Box 787,Ellsworth,Maine,4605,USA,Hancock,
24705969,"95 SAINTE CATHERINE RUE, S",Saint-Constant,,,Canada,,
20094097,,,,,,,
5303855,283 E Reata Rd,Kennewick,Washington,99338,USA,Benton,
